Date,Open,High,Low,Close,Volume,OpenInterest
2019-04-17,65,66,60.321,62.42,29003894,0.0
2019-04-21,61,68.9,59.94,65.63,9559767,0.0
2019-04-22,66.87,74.169,65.55,69.05,6559656,0.0
2019-04-23,71.4,71.5,63.16,63.2,4765074,0.0
2019-04-24,64.75,66.85,62.6,65.02,2949258,0.0
2019-04-25,66.12,66.99,63.6,66.22,1490694,0.0
2019-04-28,66.53,68.5,64.75,67.82,1784513,0.0
2019-04-29,68.4,72.52,66.67,72.47,3611440,0.0
2019-04-30,72.72,76.95,70.8159,72.55,3226692,0.0
2019-05-01,72.75,75.89,69.6912,75.58,2441372,0.0
2019-05-02,75.09,80.25,75,79.1,2537793,0.0
2019-05-05,75.01,80.79,74.5,78.13,2026295,0.0
2019-05-06,77.85,78.05,73.25,73.32,1925361,0.0
2019-05-07,74.61,78.5,74.03,77.74,1864940,0.0
2019-05-08,76.85,76.99,74,75.21,1311770,0.0
2019-05-09,75.79,79.74,74.77,79.44,1522873,0.0
2019-05-12,77.39,77.39,70.6,72.55,2820291,0.0
2019-05-13,74.12,76.8851,73.11,73.115,1880932,0.0
2019-05-14,73.4,80,72.21,79.54,2335303,0.0
2019-05-15,80.12,87.55,79.25,83.2025,4481508,0.0
2019-05-16,82.25,90.28,81.88,89.89,3307869,0.0
2019-05-19,90.1,91.46,83.27,84.6001,3547513,0.0
2019-05-20,86.63,89.7,84.5,85.35,2479327,0.0
2019-05-21,84.63,85.7,82,82.42,1529646,0.0
2019-05-22,81.25,81.5,77.26,78.7565,2780969,0.0
2019-05-23,80.48,81.2499,74.2,76.08,2870344,0.0
2019-05-27,76.8,79.39,76.8,77.66,1619976,0.0
2019-05-28,77,77.93,73.5831,75.8,1474620,0.0
2019-05-29,76.68,80.97,76.6,80.42,1952549,0.0
2019-05-30,78.77,83.17,77.78,79.76,1538772,0.0
2019-06-02,80,81.94,75.65,75.78,1543411,0.0
2019-06-03,78.2,78.88,76.62,78.68,853406,0.0
2019-06-04,80.14,80.6,76.24,77.96,1260181,0.0
2019-06-05,77.4,79.75,77.03,79.41,2156367,0.0
2019-06-06,93.66,98.8896,92.5,94.05,9115112,0.0
2019-06-09,98.51,105.985,96,102.13,4673763,0.0
2019-06-10,101,101.2,91.57,94.77,4246020,0.0
2019-06-11,94.6,104.185,94,102.77,3065065,0.0
2019-06-12,105.1,105.1719,98.55,100.85,6114427,0.0
2019-06-13,100.47,104.57,99.25,100.27,3695009,0.0
2019-06-16,101,102.4465,97,98.12,2023192,0.0
2019-06-17,100.39,102,97.51,99.61,2196828,0.0
2019-06-18,100.49,104.4446,98.63,102.33,2287598,0.0
2019-06-19,105.01,107.34,101.6209,102.29,2358170,0.0
2019-06-20,101.42,101.5316,97.82,100.48,2244307,0.0
2019-06-23,100.85,101.4997,88.88,89.41,5812789,0.0
2019-06-24,89.43,91.5,84.63,85.025,3640497,0.0
2019-06-25,87.92,89.08,84.605,86.3,2467118,0.0
2019-06-26,89.7,92.33,87.8,90.27,2906106,0.0
2019-06-27,90.8,90.8,87.25,88.79,2833199,0.0
2019-06-30,85.23,87.79,83.1,86.8482,5022934,0.0
2019-07-01,86.27,86.85,84,85.1,1844498,0.0
2019-07-02,85.45,90.6,84.51,90.41,2615971,0.0
2019-07-04,90.14,91.97,88,91.85,2581716,0.0
2019-07-07,91.44,92.79,89.89,90.76,1759748,0.0
2019-07-08,90.27,91.27,89.1,90.93,1506469,0.0
2019-07-09,91.76,93.45,91.55,92.55,2012588,0.0
2019-07-10,92.9,93.2,90.452,91.48,1706051,0.0
2019-07-11,93.01,94.93,91.37,93.34,2522651,0.0
2019-07-14,94,100.65,93.78,99.76,3731069,0.0
2019-07-15,100.14,100.5,96.5,97.04,2069445,0.0
2019-07-16,97.62,101.9868,97.5401,99.7,2259393,0.0
2019-07-17,99.24,99.5,95.0164,95.1,1909065,0.0
2019-07-18,97.15,97.79,92.88,93.3125,1644126,0.0
2019-07-21,94.19,97.465,93.505,96.8159,1459359,0.0
2019-07-22,97.5,98.15,93.52,97.39,1995609,0.0
2019-07-23,97.12,97.88,94.685,95.93,1241668,0.0
2019-07-24,95.84,99.6,95.75,97.33,1818216,0.0
2019-07-25,97.95,104.49,97.83,102.08,2955823,0.0
2019-07-28,102.6,102.9975,92.1,96.41,4025860,0.0
2019-07-29,95.19,99.35,94.03,95.45,1584333,0.0
2019-07-30,96.43,97.5,93.5,95.505,1463356,0.0
2019-07-31,95.75,98.66,93.8,95.32,1493049,0.0
2019-08-01,94.92,95.68,92.5658,93.6599,930354,0.0
2019-08-04,90.7,91.19,87.29,89.67,1730828,0.0
2019-08-05,91.5,92.2899,88.105,90.34,998520,0.0
2019-08-06,89.02,93.16,88.0201,92.28,972473,0.0
2019-08-07,93.57,95.84,93.0201,95.66,892409,0.0
2019-08-08,94.79,95.49,93.31,94.2,766859,0.0
2019-08-11,93.05,94.18,91.11,92.26,757706,0.0
2019-08-12,92.06,96.2228,92.06,95.31,1137662,0.0
2019-08-13,93.2,94.5215,89.89,92.65,1206680,0.0
2019-08-14,92.77,93.44,89.69,90.62,1035829,0.0
2019-08-15,92.12,95,92.0801,92.53,1224374,0.0
2019-08-18,94.18,96.2,92.89,93.17,1183230,0.0
2019-08-19,93,93.57,91.14,91.35,712464,0.0
2019-08-20,92.86,94.1805,92.3539,92.98,746471,0.0
2019-08-21,93.48,95.5,91.57,93.87,862092,0.0
2019-08-22,93.14,94.1296,90.41,91.4501,1330204,0.0
2019-08-25,92.33,93.5,91.45,91.79,660283,0.0
2019-08-26,92.6,93.69,90.44,91.71,805019,0.0
2019-08-27,91.16,91.38,88.7111,90.02,1106846,0.0
2019-08-28,91.5,92.68,90.7,90.83,833478,0.0
2019-08-29,91.82,92.42,89.02,91.79,1153603,0.0
2019-09-02,91.5,94.24,90.75,92.46,1504405,0.0
2019-09-03,93.95,96,93.1801,93.53,1989657,0.0
2019-09-04,94.24,94.38,88.51,92.51,3948628,0.0
2019-09-05,92,96.5,84.86,85.37,6914626,0.0
2019-09-08,85.75,85.94,77.2,78.68,6340571,0.0
2019-09-09,77,81.2206,76.81,80.35,2739352,0.0
2019-09-10,80,81.86,78.5,80.87,1972732,0.0
2019-09-11,81.45,82.65,79.9,81.34,1524181,0.0
2019-09-12,81.57,82.4755,78.27,78.9,1373626,0.0
2019-09-15,78.5,80.99,78.26,80.59,1546675,0.0
2019-09-16,81.49,84.82,79.53,84.66,2405023,0.0
2019-09-17,84.4,86,83.5,84.45,1741208,0.0
2019-09-18,85.2,85.3072,83.25,84.6,1190473,0.0
2019-09-19,85,85.35,81.5,82.63,1601525,0.0
2019-09-22,82.29,83.6,81.8,82.39,600950,0.0
2019-09-23,82.43,82.93,79.46,79.92,2032954,0.0
2019-09-24,79.12,79.99,76.08,79.95,1855940,0.0
2019-09-25,79.25,80.62,78.6154,79.7,893093,0.0
2019-09-26,79.69,79.825,75.09,76.05,2180281,0.0
2019-09-29,76.13,77,74.29,76.04,1280237,0.0
2019-09-30,76.43,77.49,75.21,75.8,1316051,0.0
2019-10-01,74.5,75.78,73.66,73.85,1343002,0.0
2019-10-02,73.9,78.4897,73.41,76.65,2499791,0.0
2019-10-03,77,77.7831,75.28,76.42,3511249,0.0
2019-10-06,76.99,77.43,75,76.99,2805252,0.0
2019-10-07,76.01,76.3544,72.58,73.6,6074051,0.0
2019-10-08,74.22,75.06,72.75,72.87,2943616,0.0
2019-10-09,72.86,73.78,71.15,71.24,4322568,0.0
2019-10-10,71.37,72.89,70.9016,71.35,4109667,0.0
2019-10-13,70.46,71.24,69.55,70.8,4301224,0.0
2019-10-14,68.76,71.27,68.38,71.25,22592387,0.0
2019-10-15,69.7,69.9499,66.51,67.715,11538655,0.0
2019-10-16,67.09,68,66.76,67.03,6638566,0.0
2019-10-17,66.26,66.93,64.53,66.105,9450905,0.0
2019-10-20,65.1,66.5,64.1582,65.77,2860641,0.0
2019-10-21,64.2,64.6,61.02,62,4278448,0.0
2019-10-22,61.33,63.72,60.9675,62.143,3443923,0.0
2019-10-23,63,65.94,62.7601,64.54,3020832,0.0
2019-10-24,64.33,64.99,62.79,63.45,1888422,0.0
2019-10-27,63.96,67.47,62.26,66.59,3449955,0.0
2019-10-28,65.77,67.11,64.8,65.5,1817062,0.0
2019-10-29,65.97,70.09,65.66,69.9744,4554175,0.0
2019-10-30,69.52,70.08,66.6,69.94,3308676,0.0
2019-10-31,69.86,70.55,68.02,70.335,3492728,0.0
2019-11-03,70.81,70.85,69.01,70.1,1470905,0.0
2019-11-04,70.71,70.85,66.68,66.88,1770153,0.0
